    9     4096      0.01      0.1201490
   10     4096      0.01      0.1196580
    1     4096      0.05      0.3807830
    2     4096      0.05      0.3381590
    3     4096      0.05      0.3384620
    4     4096      0.05      0.3373580
    5     4096      0.05      0.3385940
    6     4096      0.05      0.3375790
    7     4096      0.05      0.3381410
    8     4096      0.05      0.3380070
    9     4096      0.05      0.3374910
   10     4096      0.05      0.3363810
    1     4096      0.10      0.6317450
    2     4096      0.10      0.5276130
    3     4096      0.10      0.5267390
    4     4096      0.10      0.5273510
    5     4096      0.10      0.5282100
    6     4096      0.10      0.5296750
    7     4096      0.10      0.5480960
    8     4096      0.10      0.5361240
    9     4096      0.10      0.5488330
   10     4096      0.10      0.5260880
    1     4096      0.25      1.3848330
    2     4096      0.25      1.1938030
    3     4096      0.25      1.1682210
    4     4096      0.25      1.1380600
    5     4096      0.25      1.1381570
    6     4096      0.25      1.1922300
    7     4096      0.25      1.1559490
    8     4096      0.25      1.1366410
    9     4096      0.25      1.2025470
   10     4096      0.25      1.1373010
    1     4096      0.50      2.6919870
    2     4096      0.50      2.1873090
    3     4096      0.50      2.2220660
    4     4096      0.50      2.1858040
    5     4096      0.50      2.2435830
    6     4096      0.50      2.1962260
    7     4096      0.50      2.1962340
    8     4096      0.50      2.2253080
    9     4096      0.50      2.0887020
   10     4096      0.50      2.1621040
    1     4096      0.75      3.7198990
    2     4096      0.75      3.0461470
    3     4096      0.75      3.1213680
    4     4096      0.75      3.1322500
    5     4096      0.75      3.0906810
    6     4096      0.75      3.0367020
    7     4096      0.75      3.1245720
    8     4096      0.75      3.1181860
    9     4096      0.75      3.1221920
   10     4096      0.75      3.0898690
    1     4096      0.90      4.3984630
    2     4096      0.90      3.6668190
    3     4096      0.90      3.6390410
    4     4096      0.90      3.6606550
    5     4096      0.90      3.6479620
    6     4096      0.90      3.6552240
    7     4096      0.90      3.6505320
    8     4096      0.90      3.6574990
    9     4096      0.90      3.6587510
   10     4096      0.90      3.6899840
    1     4096      0.95      4.6200010
    2     4096      0.95      3.8447480
    3     4096      0.95      3.8436030
    4     4096      0.95      3.8436680
    5     4096      0.95      3.8427040
    6     4096      0.95      3.8401370
    7     4096      0.95      3.8427920
    8     4096      0.95      3.8439830
    9     4096      0.95      3.8780230
   10     4096      0.95      3.8321050
    1     4096      0.99      4.8312870
    2     4096      0.99      3.9998490
    3     4096      0.99      4.0271240
    4     4096      0.99      3.9963630
    5     4096      0.99      3.9798190
    6     4096      0.99      3.9902480
    7     4096      0.99      3.9916260
    8     4096      0.99      3.9884270
    9     4096      0.99      3.9951490
   10     4096      0.99      3.9935850
    1     4096      1.00      4.8479120
    2     4096      1.00      4.0367270
    3     4096      1.00      4.0304150
    4     4096      1.00      4.0327450
    5     4096      1.00      4.0260850
    6     4096      1.00      4.0275130
    7     4096      1.00      4.0291840
    8     4096      1.00      4.0278420
    9     4096      1.00      4.0280090
   10     4096      1.00      4.0265950
    1     8192      0.00      0.1458600
    2     8192      0.00      0.1344970
    3     8192      0.00      0.1424370
    4     8192      0.00      0.1409040
    5     8192      0.00      0.1265830
    6     8192      0.00      0.1422760
    7     8192      0.00      0.1312690
    8     8192      0.00      0.1533640
    9     8192      0.00      0.1314110
   10     8192      0.00      0.1311410
    1     8192      0.01      0.2617860
    2     8192      0.01      0.2489050
    3     8192      0.01      0.2664330
    4     8192      0.01      0.2236880
    5     8192      0.01      0.2410990
    6     8192      0.01      0.2440450
    7     8192      0.01      0.2329730
    8     8192      0.01      0.2270160
    9     8192      0.01      0.2360110
   10     8192      0.01      0.2214270
    1     8192      0.05      0.6690280
    2     8192      0.05      0.5894270
    3     8192      0.05      0.5633270
    4     8192      0.05      0.5683030
    5     8192      0.05      0.5697520
    6     8192      0.05      0.5837960
    7     8192      0.05      0.5599470
    8     8192      0.05      0.5728690
    9     8192      0.05      0.5640090
